tx_count,mean_inter_tx_interval,std_inter_tx_interval,max_burst_rate,unique_fn_count,failed_tx_ratio,mean_gas_ratio,tx_value_entropy,unique_states_visited,state_transition_freq,most_freq_transition_ratio,reverse_transition_count,terminal_state_reach_count,mean_time_in_state,state_sequence_entropy,repeated_state_visit_count,distinct_roles_assumed,role_change_freq,admin_fn_call_ratio,guard_failure_rate,delegatecall_count,contract_creation_count,unique_interacted_contracts,self_ref_call_count,total_value_transferred,mean_value_per_tx,value_variance,max_single_tx_value,cumulative_balance_delta,value_gini,token_transfer_count,flash_loan_indicator,address,contract_id,label,be_category
18.0,622.5882352941177,84.84106859543452,1.0,3.0,0.0,0.5251455555555556,1.9850531924707333,4.0,0.16666666666666666,0.3333333333333333,0.0,0.0,632.5714285714286,0.973648923536286,17.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3674153026.900201,204119612.6055667,8.992602633555974e+16,995121253.4687594,3674153026.900201,0.6832447489662112,0.0,0.0,0xBenign0000,kg_d65a20e36bb3,0,
62.0,609.0491803278688,81.5228875092923,1.0,3.0,0.016129032258064516,0.6104027419354839,2.0956841525716015,4.0,0.04838709677419355,0.3333333333333333,0.0,0.0,608.0689655172414,0.4604441118162297,61.0,1.0,0.0,0.0,0.016129032258064516,0.0,0.0,1.0,0.0,55344981774.591705,892660996.3643824,1.021712349738437e+19,22297155071.715206,55344981774.591705,0.8657643119812538,0.0,0.0,0xBenign0001,kg_d65a20e36bb3,0,
88.0,589.5172413793103,87.70743714372827,1.0,3.0,0.0,0.5623043181818183,1.97674293570452,4.0,0.03409090909090909,0.3333333333333333,0.0,0.0,590.4285714285714,0.27211400523216445,86.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,24286326403.28821,275980981.85554785,6.334145286089164e+17,6296537742.227893,24286326403.28821,0.7945631857003785,0.0,0.0,0xBenign0002,kg_d65a20e36bb3,0,
96.0,605.8105263157895,79.72958174345423,1.0,3.0,0.020833333333333332,0.6033499479166666,1.999852830337401,4.0,0.03125,0.3333333333333333,0.0,0.0,600.9130434782609,0.7047622830431279,96.0,1.0,0.0,0.0,0.020833333333333332,0.0,0.0,1.0,0.0,24203278741.013374,252117486.88555598,4.184268135404199e+17,3648240276.909203,24203278741.013374,0.7975828752191968,0.0,0.0,0xBenign0003,kg_d65a20e36bb3,0,
43.0,559.4285714285714,79.16503041631657,1.0,3.0,0.023255813953488372,0.6152275581395348,2.0739342477866822,4.0,0.06976744186046512,0.3333333333333333,0.0,0.0,564.6153846153846,0.7350706625462875,43.0,1.0,0.0,0.0,0.023255813953488372,0.0,0.0,1.0,0.0,30980394025.47817,720474279.662283,8.205354044194913e+18,18211124789.8,30980394025.47817,0.8977983617227033,0.0,0.0,0xBenign0004,kg_d65a20e36bb3,0,
15.0,593.1428571428571,85.30186494599813,1.0,3.0,0.0,0.6072193333333334,2.061112835011738,3.0,0.13333333333333333,0.5,0.0,0.0,601.0,0.9701157840701158,15.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,7191444354.513877,479429623.63425845,1.2591785973256993e+18,4439330734.502019,7191444354.513877,0.8123786963904082,0.0,0.0,0xBenign0005,kg_d65a20e36bb3,0,
43.0,609.7142857142857,86.06594529066366,1.0,3.0,0.0,0.5457247674418605,1.956278795953548,4.0,0.06976744186046512,0.3333333333333333,0.0,0.0,607.6923076923077,1.1513210406662502,43.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,31024765009.541355,721506163.0125897,3.977561351920185e+18,12758729090.314419,31024765009.541355,0.7979341150978904,0.0,0.0,0xBenign0006,kg_d65a20e36bb3,0,
46.0,583.7333333333333,63.65685788314999,1.0,3.0,0.021739130434782608,0.6034551086956522,2.016832556461383,4.0,0.06521739130434782,0.3333333333333333,0.0,0.0,582.5714285714286,0.4470698408196151,44.0,1.0,0.0,0.0,0.021739130434782608,0.0,0.0,1.0,0.0,24468664829.26797,531927496.28843415,4.172537629105504e+18,13739308012.943506,24468664829.26797,0.8679758649654346,0.0,0.0,0xBenign0007,kg_d65a20e36bb3,0,
47.0,606.7826086956521,96.44415213039736,1.0,3.0,0.0,0.6452662765957448,2.0705542989551544,4.0,0.06382978723404255,0.3333333333333333,0.0,0.0,603.0697674418604,1.000194541991093,47.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,12735599723.012564,270970206.87260777,4.045681552345052e+17,3185050171.767498,12735599723.012564,0.7815050243636429,0.0,0.0,0xBenign0008,kg_d65a20e36bb3,0,
46.0,580.2666666666667,68.82583494266929,1.0,3.0,0.021739130434782608,0.585696847826087,2.0396468752466266,4.0,0.06521739130434782,0.3333333333333333,0.0,0.0,581.7142857142857,0.6428579137240865,46.0,1.0,0.0,0.0,0.021739130434782608,0.0,0.0,1.0,0.0,20580771764.13411,447408081.8290024,2.3635234621514204e+18,9604309426.383945,20580771764.13411,0.8476281705251597,0.0,0.0,0xBenign0009,kg_d65a20e36bb3,0,
14.0,584.3076923076923,76.96491170095692,1.0,3.0,0.0,0.5785392857142858,1.833785553642464,3.0,0.14285714285714285,0.5,0.0,0.0,582.0,0.5982695886245268,14.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1600287934.0974307,114306281.00695933,5.9925653618874584e+16,982084409.6644423,1600287934.0974307,0.7255566241110057,0.0,0.0,0xBenign0010,kg_d65a20e36bb3,0,
37.0,574.3333333333334,83.57764188000414,1.0,3.0,0.05405405405405406,0.6388574324324323,1.9406483575573388,4.0,0.08108108108108109,0.3333333333333333,0.0,0.0,572.7272727272727,0.6658532306940752,36.0,1.0,0.0,0.0,0.05405405405405406,0.0,0.0,1.0,0.0,8845586945.52124,239069917.44652,2.0862761175508915e+17,2624701013.249716,8845586945.52124,0.6770054696748073,0.0,0.0,0xBenign0011,kg_d65a20e36bb3,0,
25.0,578.5,60.39660586489939,1.0,3.0,0.08,0.6532439999999999,2.0341748409060805,4.0,0.12,0.3333333333333333,0.0,0.0,577.1428571428571,1.2595347723685402,25.0,1.0,0.0,0.0,0.08,0.0,0.0,1.0,0.0,38630581785.60811,1545223271.4243243,3.1355039577171407e+19,27779464711.564217,38630581785.60811,0.9192299428828963,0.0,0.0,0xBenign0012,kg_d65a20e36bb3,0,
24.0,601.0434782608696,76.21678364796583,1.0,3.0,0.0,0.5655647916666666,1.8171917523563694,4.0,0.125,0.3333333333333333,0.0,0.0,589.8,1.2368082981295938,24.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,9042903665.305466,376787652.72106105,6.178591721868788e+17,3520869312.264045,9042903665.305466,0.7714735794740187,0.0,0.0,0xBenign0013,kg_d65a20e36bb3,0,
53.0,579.2307692307693,79.18445248148717,1.0,3.0,0.03773584905660377,0.6036980188679245,2.0686368529940156,4.0,0.05660377358490566,0.3333333333333333,0.0,0.0,581.8775510204082,0.4021129448676367,51.0,1.0,0.0,0.0,0.03773584905660377,0.0,0.0,1.0,0.0,27884279217.239117,526118475.79696447,2.7163507950757315e+18,10156882427.434826,27884279217.239117,0.8543028271096754,0.0,0.0,0xBenign0014,kg_d65a20e36bb3,0,
32.0,576.7741935483871,75.02890181936961,1.0,3.0,0.0,0.61668671875,2.0124318886046377,4.0,0.09375,0.3333333333333333,0.0,0.0,573.4285714285714,1.0751989201480556,32.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5090925014.825848,159091406.71330774,9.62048192987794e+16,1271510230.8579624,5090925014.825848,0.7481616275574465,0.0,0.0,0xBenign0015,kg_d65a20e36bb3,0,
69.0,601.9411764705883,76.57827259680147,1.0,3.0,0.0,0.6004481884057971,1.8045319935438324,4.0,0.043478260869565216,0.3333333333333333,0.0,0.0,603.876923076923,0.3288260099666173,67.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,35306864218.54722,511693684.32677126,2.0826667856642563e+18,10451229795.361214,35306864218.54722,0.8089903361720273,0.0,0.0,0xBenign0016,kg_d65a20e36bb3,0,
79.0,595.5384615384615,79.18295794173369,1.0,3.0,0.02531645569620253,0.6063151265822784,2.0488866304583846,4.0,0.0379746835443038,0.3333333333333333,0.0,0.0,594.24,0.7723038921145399,79.0,1.0,0.0,0.0,0.02531645569620253,0.0,0.0,1.0,0.0,89563861349.25691,1133719763.9146445,1.6114527871538412e+19,32476143399.49484,89563861349.25691,0.860564165855288,0.0,0.0,0xBenign0017,kg_d65a20e36bb3,0,
18.0,612.7058823529412,62.89090900906234,1.0,3.0,0.0,0.5851969444444446,2.1100165557318364,4.0,0.16666666666666666,0.3333333333333333,0.0,0.0,624.8571428571429,0.8838756266792076,17.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,36653184982.80315,2036288054.600175,2.155271740718429e+19,17759241616.56417,36653184982.80315,0.8195782087079609,0.0,0.0,0xBenign0018,kg_d65a20e36bb3,0,
42.0,589.7560975609756,79.75596330263929,1.0,3.0,0.047619047619047616,0.6394589285714286,1.9659528682018776,4.0,0.07142857142857142,0.3333333333333333,0.0,0.0,590.2105263157895,0.912424850903201,41.0,1.0,0.0,0.0,0.047619047619047616,0.0,0.0,1.0,0.0,18025996681.37924,429190397.17569613,1.874507969559383e+18,8552867187.843822,18025996681.37924,0.8420544154475085,0.0,0.0,0xBenign0019,kg_d65a20e36bb3,0,
57.0,600.4285714285714,77.66844761614617,1.0,3.0,0.03508771929824561,0.6117079824561404,2.01162445921301,4.0,0.05263157894736842,0.3333333333333333,0.0,0.0,597.2830188679245,0.5423458489847983,56.0,1.0,0.0,0.0,0.03508771929824561,0.0,0.0,1.0,0.0,16865825019.389921,295891667.0068407,1.1444474035922181e+18,7936618812.031089,16865825019.389921,0.8415563779129,0.0,0.0,0xBenign0020,kg_d65a20e36bb3,0,
80.0,602.126582278481,78.20734645938266,1.0,3.0,0.0125,0.589493875,1.9571226473991818,4.0,0.0375,0.3333333333333333,0.0,0.0,598.7368421052631,0.34223978412730416,79.0,1.0,0.0,0.0,0.0125,0.0,0.0,1.0,0.0,37134329652.78565,464179120.6598207,2.0848442312031473e+18,10804910531.45861,37134329652.78565,0.8398126784294265,0.0,0.0,0xBenign0021,kg_d65a20e36bb3,0,
92.0,612.7912087912088,81.94604449531981,1.0,3.0,0.021739130434782608,0.6101266304347827,2.1709196328249805,4.0,0.03260869565217391,0.3333333333333333,0.0,0.0,613.2272727272727,0.48995115506825226,92.0,1.0,0.0,0.0,0.021739130434782608,0.0,0.0,1.0,0.0,40843262062.301895,443948500.67719454,9.22575052338764e+17,5207763458.069547,40843262062.301895,0.7781632599153775,0.0,0.0,0xBenign0022,kg_d65a20e36bb3,0,
79.0,613.6923076923077,77.54838153881705,1.0,3.0,0.02531645569620253,0.6052656329113922,2.144720181097348,4.0,0.0379746835443038,0.3333333333333333,0.0,0.0,611.36,0.6790292990279407,78.0,1.0,0.0,0.0,0.02531645569620253,0.0,0.0,1.0,0.0,33863256899.14709,428648821.50819105,1.5021116446533358e+18,7332625298.343345,33863256899.14709,0.8290142421486754,0.0,0.0,0xBenign0023,kg_d65a20e36bb3,0,
22.0,625.1428571428571,93.75260540597345,1.0,3.0,0.045454545454545456,0.5877179545454546,2.0475592985237863,4.0,0.13636363636363635,0.3333333333333333,0.0,0.0,620.6666666666666,1.0097780479921747,21.0,1.0,0.0,0.0,0.045454545454545456,0.0,0.0,1.0,0.0,17176179710.640507,780735441.3927503,5.748552551679942e+18,11177571224.46365,17176179710.640507,0.8794307111853673,0.0,0.0,0xBenign0024,kg_d65a20e36bb3,0,
16.0,584.0,110.56219968868203,1.0,3.0,0.0,0.6158778125,2.046738535158608,4.0,0.1875,0.3333333333333333,0.0,0.0,572.0,1.0408398377065042,15.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4106461005.3432546,256653812.8339534,1.8907174483098678e+17,1642142132.156559,4106461005.3432546,0.7184297854015659,0.0,0.0,0xBenign0025,kg_d65a20e36bb3,0,
10.0,624.0,64.74565622495459,1.0,3.0,0.1,0.606228,1.8866967913830024,4.0,0.3,0.3333333333333333,0.0,0.0,598.0,1.1935496042644884,8.0,1.0,0.0,0.0,0.1,0.0,0.0,1.0,0.0,13131371869.130459,1313137186.913046,3.632920563842899e+18,5933113179.996087,13131371869.130459,0.687734136710714,0.0,0.0,0xBenign0026,kg_d65a20e36bb3,0,
58.0,600.2105263157895,83.96965551371169,1.0,3.0,0.017241379310344827,0.566685,1.996776193807209,4.0,0.05172413793103448,0.3333333333333333,0.0,0.0,602.0,0.9559882713373815,57.0,1.0,0.0,0.0,0.017241379310344827,0.0,0.0,1.0,0.0,16644369876.94816,286971894.4301407,5.6430756783226125e+17,4755389440.767078,16644369876.94816,0.7864458032409973,0.0,0.0,0xBenign0027,kg_d65a20e36bb3,0,
84.0,602.4578313253012,87.80225608496688,1.0,3.0,0.0,0.6307288690476189,2.18679927050434,4.0,0.03571428571428571,0.3333333333333333,0.0,0.0,605.25,0.4002308737796976,83.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,20628644231.765694,245579097.99721065,2.1146839636632483e+17,2272617225.0339346,20628644231.765694,0.7335339674115042,0.0,0.0,0xBenign0028,kg_d65a20e36bb3,0,
61.0,608.2,93.94019374048577,1.0,3.0,0.03278688524590164,0.5702930327868854,2.2317633892621798,4.0,0.04918032786885246,0.3333333333333333,0.0,0.0,609.6842105263158,0.806665415261133,60.0,1.0,0.0,0.0,0.03278688524590164,0.0,0.0,1.0,0.0,36694025477.11501,601541401.2641805,2.4696269641836616e+18,8319575187.803002,36694025477.11501,0.835786034731441,0.0,0.0,0xBenign0029,kg_d65a20e36bb3,0,
16.0,580.0,90.08440486565918,1.0,3.0,0.0,0.590734375,2.10067892364883,4.0,0.1875,0.3333333333333333,0.0,0.0,603.0,1.1034329098781877,15.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4046491335.667475,252905708.4792172,1.0166113045626307e+17,981802527.7420709,4046491335.667475,0.6408909966994041,0.0,0.0,0xBenign0030,kg_d65a20e36bb3,0,
18.0,573.8823529411765,79.41098038828368,1.0,3.0,0.0,0.5338755555555555,1.9559838512083183,3.0,0.1111111111111111,0.5,0.0,0.0,585.6,0.9368883076463117,18.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3752091152.9617534,208449508.49787518,1.9288657197837526e+17,1542586111.020958,3752091152.9617534,0.7927988621751956,0.0,0.0,0xBenign0031,kg_d65a20e36bb3,0,
61.0,608.2,74.31258305293929,1.0,3.0,0.01639344262295082,0.599578524590164,2.0647133317341617,4.0,0.04918032786885246,0.3333333333333333,0.0,0.0,606.7368421052631,0.42094835007084563,60.0,1.0,0.0,0.0,0.01639344262295082,0.0,0.0,1.0,0.0,15305169833.60782,250904423.50176755,4.86785345357372e+17,4879928800.843144,15305169833.60782,0.7886418500285047,0.0,0.0,0xBenign0032,kg_d65a20e36bb3,0,
92.0,589.5824175824176,82.10821938672518,1.0,3.0,0.010869565217391304,0.595938152173913,1.9979967259225568,4.0,0.03260869565217391,0.3333333333333333,0.0,0.0,590.1818181818181,0.30704946175243525,91.0,1.0,0.0,0.0,0.010869565217391304,0.0,0.0,1.0,0.0,43825945292.62182,476368970.5719763,2.7086757126038764e+18,14090310698.291174,43825945292.62182,0.8594350205628913,0.0,0.0,0xBenign0033,kg_d65a20e36bb3,0,
45.0,593.7272727272727,79.53683070135828,1.0,3.0,0.06666666666666667,0.6173505555555555,2.006825194921194,4.0,0.06666666666666667,0.3333333333333333,0.0,0.0,593.560975609756,0.8677282015398341,45.0,1.0,0.0,0.0,0.06666666666666667,0.0,0.0,1.0,0.0,12230774468.053185,271794988.17895967,5.224697189777802e+17,3671443426.3576074,12230774468.053185,0.8108584769515728,0.0,0.0,0xBenign0034,kg_d65a20e36bb3,0,
174.0,99.26011560693641,33.14997404489763,1.0,3.0,0.028735632183908046,0.7061334942528735,2.1310700058960896,4.0,0.017241379310344827,0.3333333333333333,0.0,0.0,99.45882352941176,0.25202064739726154,173.0,1.0,0.0,0.0,0.028735632183908046,0.0,0.0,1.0,0.0,364627262205.1959,2095558978.190781,5.081614637789441e+19,66407308022.98341,364627262205.1959,0.8488143950029267,0.0,0.0,0xNoisyBenign0000,kg_d65a20e36bb3,0,
115.0,94.94736842105263,31.53189477040088,1.0,3.0,0.06086956521739131,0.7213882434782609,1.9517811720389235,4.0,0.02608695652173913,0.3333333333333333,0.0,0.0,94.70270270270271,0.32029126334856894,114.0,1.0,0.0,0.0,0.06086956521739131,0.0,0.0,1.0,0.0,1113084402587.2883,9678994805.106855,2.96409285136753e+21,532371532175.31,1113084402587.2883,0.9501678979517207,0.0,0.0,0xNoisyBenign0001,kg_d65a20e36bb3,0,
80.0,99.64556962025317,30.5108563267152,1.0,3.0,0.075,0.73359875,2.1519887402309914,4.0,0.0375,0.3333333333333333,0.0,0.0,99.78947368421052,0.7782585189964433,80.0,1.0,0.0,0.0,0.075,0.0,0.0,1.0,0.0,187341200344.56506,2341765004.307063,6.330425007469591e+19,54792029571.255585,187341200344.56506,0.8658850589102614,0.0,0.0,0xNoisyBenign0002,kg_d65a20e36bb3,0,
100.0,94.3030303030303,37.09487005984328,1.0,3.0,0.04,0.74015092,2.0622188086601003,4.0,0.03,0.3333333333333333,0.0,0.0,95.125,0.2876517794765475,99.0,1.0,0.0,0.0,0.04,0.0,0.0,1.0,0.0,481444102611.71045,4814441026.117105,6.484406088240322e+20,244598758735.49045,481444102611.71045,0.9052312701892387,0.0,0.0,0xNoisyBenign0003,kg_d65a20e36bb3,0,
105.0,98.3076923076923,37.39885768593765,1.0,3.0,0.047619047619047616,0.7658731047619048,1.9461704082061944,4.0,0.02857142857142857,0.3333333333333333,0.0,0.0,98.25742574257426,0.4938660378019922,104.0,1.0,0.0,0.0,0.047619047619047616,0.0,0.0,1.0,0.0,404908117414.6137,3856267784.901083,1.8705752943047652e+20,116349871159.95764,404908117414.6137,0.8856625891084102,0.0,0.0,0xNoisyBenign0004,kg_d65a20e36bb3,0,
166.0,95.2,34.78264980234725,1.0,3.0,0.04819277108433735,0.739493156626506,1.9696318420030428,4.0,0.018072289156626505,0.3333333333333333,0.0,0.0,94.51851851851852,0.3338469805948311,166.0,1.0,0.0,0.0,0.04819277108433735,0.0,0.0,1.0,0.0,336441136177.90344,2026753832.3970087,5.2543312255195914e+19,72311621262.57243,336441136177.90344,0.8675189495320563,0.0,0.0,0xNoisyBenign0005,kg_d65a20e36bb3,0,
193.0,96.6875,37.493697387027595,1.0,3.0,0.031088082901554404,0.7254236476683938,1.9599243811269653,4.0,0.015544041450777202,0.3333333333333333,0.0,0.0,96.82539682539682,0.1699469644421213,192.0,1.0,0.0,0.0,0.031088082901554404,0.0,0.0,1.0,0.0,1591656890961.5208,8246926896.173682,3.3180524935993025e+21,731732404226.4978,1591656890961.5208,0.9453369559638707,0.0,0.0,0xNoisyBenign0006,kg_d65a20e36bb3,0,
154.0,96.15686274509804,33.99617772576137,1.0,3.0,0.03896103896103896,0.7418985194805195,2.0162643129851814,4.0,0.01948051948051948,0.3333333333333333,0.0,0.0,95.68,0.3221425911791799,154.0,1.0,0.0,0.0,0.03896103896103896,0.0,0.0,1.0,0.0,1000578501486.7822,6497262996.667418,1.5245087881344925e+21,425941693697.26874,1000578501486.7822,0.9399455375809351,0.0,0.0,0xNoisyBenign0007,kg_d65a20e36bb3,0,
149.0,96.16216216216216,34.31138296149632,1.0,3.0,0.053691275167785234,0.7206928859060403,2.1180336533195163,4.0,0.020134228187919462,0.3333333333333333,0.0,0.0,96.57931034482759,0.5539297532102259,149.0,1.0,0.0,0.0,0.053691275167785234,0.0,0.0,1.0,0.0,514387202928.3479,3452263106.901664,1.9637819197696308e+20,127932815499.74846,514387202928.3479,0.8994090096099523,0.0,0.0,0xNoisyBenign0008,kg_d65a20e36bb3,0,
